polarity,physical_row,physical_col,core_row,core_col,net,electrical,x_um,y_um
P,48,31,47,30,B10,1,124.000,192.000
P,48,32,47,31,B10,1,128.000,192.000
P,48,33,47,32,B10,1,132.000,192.000
P,48,34,47,33,B10,1,136.000,192.000
P,48,35,47,34,B10,1,140.000,192.000
P,48,36,47,35,B10,1,144.000,192.000
P,48,37,47,36,B10,1,148.000,192.000
P,48,38,47,37,B10,1,152.000,192.000
P,48,39,47,38,B10,1,156.000,192.000
P,48,40,47,39,B10,1,160.000,192.000
P,48,41,47,40,B10,1,164.000,192.000
P,48,42,47,41,B10,1,168.000,192.000
P,48,43,47,42,B10,1,172.000,192.000
P,48,44,47,43,B10,1,176.000,192.000
P,48,45,47,44,B10,1,180.000,192.000
P,48,46,47,45,B10,1,184.000,192.000
P,48,47,47,46,B10,1,188.000,192.000
P,48,48,47,47,B10,1,192.000,192.000
P,48,49,47,48,B10,1,196.000,192.000
P,48,50,47,49,B10,1,200.000,192.000
P,48,51,47,50,B10,1,204.000,192.000
P,48,52,47,51,B10,1,208.000,192.000
P,48,53,47,52,B10,1,212.000,192.000
P,48,54,47,53,B10,1,216.000,192.000
P,48,55,47,54,B10,1,220.000,192.000
P,48,56,47,55,B10,1,224.000,192.000
P,48,57,47,56,B10,1,228.000,192.000
P,48,58,47,57,B10,1,232.000,192.000
P,48,59,47,58,B10,1,236.000,192.000
P,48,60,47,59,B10,1,240.000,192.000
P,48,61,47,60,B10,1,244.000,192.000
P,48,62,47,61,B10,1,248.000,192.000
P,48,63,47,62,B10,1,252.000,192.000
P,48,64,47,63,B10,1,256.000,192.000
P,48,65,,,EDGE,0,260.000,192.000
P,49,0,,,EDGE,0,0.000,196.000
P,49,1,48,0,B10,1,4.000,196.000
P,49,2,48,1,B11,1,8.000,196.000
P,49,3,48,2,B11,1,12.000,196.000
P,49,4,48,3,B11,1,16.000,196.000
P,49,5,48,4,B11,1,20.000,196.000
P,49,6,48,5,B11,1,24.000,196.000
P,49,7,48,6,B11,1,28.000,196.000
P,49,8,48,7,B11,1,32.000,196.000
P,49,9,48,8,B11,1,36.000,196.000
P,49,10,48,9,B11,1,40.000,196.000
P,49,11,48,10,B11,1,44.000,196.000
P,49,12,48,11,B11,1,48.000,196.000
P,49,13,48,12,B11,1,52.000,196.000
P,49,14,48,13,B11,1,56.000,196.000
P,49,15,48,14,B11,1,60.000,196.000
P,49,16,48,15,B11,1,64.000,196.000
P,49,17,48,16,B11,1,68.000,196.000
P,49,18,48,17,B11,1,72.000,196.000
P,49,19,48,18,B11,1,76.000,196.000
P,49,20,48,19,B11,1,80.000,196.000
P,49,21,48,20,B11,1,84.000,196.000
P,49,22,48,21,B11,1,88.000,196.000
P,49,23,48,22,B11,1,92.000,196.000
P,49,24,48,23,B11,1,96.000,196.000
P,49,25,48,24,B11,1,100.000,196.000
P,49,26,48,25,B11,1,104.000,196.000
P,49,27,48,26,B11,1,108.000,196.000
P,49,28,48,27,B11,1,112.000,196.000
P,49,29,48,28,B11,1,116.000,196.000
P,49,30,48,29,B11,1,120.000,196.000
P,49,31,48,30,B11,1,124.000,196.000
P,49,32,48,31,B11,1,128.000,196.000
P,49,33,48,32,B11,1,132.000,196.000
P,49,34,48,33,B11,1,136.000,196.000
P,49,35,48,34,B11,1,140.000,196.000
P,49,36,48,35,B11,1,144.000,196.000
P,49,37,48,36,B11,1,148.000,196.000
P,49,38,48,37,B11,1,152.000,196.000
P,49,39,48,38,B11,1,156.000,196.000
P,49,40,48,39,B11,1,160.000,196.000
P,49,41,48,40,B11,1,164.000,196.000
P,49,42,48,41,B11,1,168.000,196.000
P,49,43,48,42,B11,1,172.000,196.000
P,49,44,48,43,B11,1,176.000,196.000
P,49,45,48,44,B11,1,180.000,196.000
P,49,46,48,45,B11,1,184.000,196.000
P,49,47,48,46,B11,1,188.000,196.000
P,49,48,48,47,B11,1,192.000,196.000
P,49,49,48,48,B11,1,196.000,196.000
P,49,50,48,49,B11,1,200.000,196.000
P,49,51,48,50,B11,1,204.000,196.000
P,49,52,48,51,B11,1,208.000,196.000
P,49,53,48,52,B11,1,212.000,196.000
P,49,54,48,53,B11,1,216.000,196.000
P,49,55,48,54,B11,1,220.000,196.000
P,49,56,48,55,B11,1,224.000,196.000
P,49,57,48,56,B11,1,228.000,196.000
P,49,58,48,57,B11,1,232.000,196.000
P,49,59,48,58,B11,1,236.000,196.000
P,49,60,48,59,B11,1,240.000,196.000
P,49,61,48,60,B11,1,244.000,196.000
P,49,62,48,61,B11,1,248.000,196.000
P,49,63,48,62,B11,1,252.000,196.000
P,49,64,48,63,B11,1,256.000,196.000
P,49,65,,,EDGE,0,260.000,196.000
P,50,0,,,EDGE,0,0.000,200.000
P,50,1,49,0,B10,1,4.000,200.000
P,50,2,49,1,B11,1,8.000,200.000
P,50,3,49,2,B11,1,12.000,200.000
P,50,4,49,3,B11,1,16.000,200.000
P,50,5,49,4,B11,1,20.000,200.000
P,50,6,49,5,B11,1,24.000,200.000
P,50,7,49,6,B11,1,28.000,200.000
P,50,8,49,7,B11,1,32.000,200.000
P,50,9,49,8,B11,1,36.000,200.000
P,50,10,49,9,B11,1,40.000,200.000
P,50,11,49,10,B11,1,44.000,200.000
P,50,12,49,11,B11,1,48.000,200.000
P,50,13,49,12,B11,1,52.000,200.000
P,50,14,49,13,B11,1,56.000,200.000
P,50,15,49,14,B11,1,60.000,200.000
P,50,16,49,15,B11,1,64.000,200.000
P,50,17,49,16,B11,1,68.000,200.000
P,50,18,49,17,B11,1,72.000,200.000
P,50,19,49,18,B11,1,76.000,200.000
P,50,20,49,19,B11,1,80.000,200.000
P,50,21,49,20,B11,1,84.000,200.000
P,50,22,49,21,B11,1,88.000,200.000
P,50,23,49,22,B11,1,92.000,200.000
P,50,24,49,23,B11,1,96.000,200.000
P,50,25,49,24,B11,1,100.000,200.000
P,50,26,49,25,B11,1,104.000,200.000
P,50,27,49,26,B11,1,108.000,200.000
P,50,28,49,27,B11,1,112.000,200.000
P,50,29,49,28,B11,1,116.000,200.000
P,50,30,49,29,B11,1,120.000,200.000
P,50,31,49,30,B11,1,124.000,200.000
P,50,32,49,31,B11,1,128.000,200.000
P,50,33,49,32,B11,1,132.000,200.000
P,50,34,49,33,B11,1,136.000,200.000
P,50,35,49,34,B11,1,140.000,200.000
P,50,36,49,35,B11,1,144.000,200.000
P,50,37,49,36,B11,1,148.000,200.000
P,50,38,49,37,B11,1,152.000,200.000
P,50,39,49,38,B11,1,156.000,200.000
P,50,40,49,39,B11,1,160.000,200.000
P,50,41,49,40,B11,1,164.000,200.000
P,50,42,49,41,B11,1,168.000,200.000
P,50,43,49,42,B11,1,172.000,200.000
P,50,44,49,43,B11,1,176.000,200.000
P,50,45,49,44,B11,1,180.000,200.000
P,50,46,49,45,B11,1,184.000,200.000
P,50,47,49,46,B11,1,188.000,200.000
P,50,48,49,47,B11,1,192.000,200.000
P,50,49,49,48,B11,1,196.000,200.000
P,50,50,49,49,B11,1,200.000,200.000
P,50,51,49,50,B11,1,204.000,200.000
P,50,52,49,51,B11,1,208.000,200.000
P,50,53,49,52,B11,1,212.000,200.000
P,50,54,49,53,B11,1,216.000,200.000
P,50,55,49,54,B11,1,220.000,200.000
P,50,56,49,55,B11,1,224.000,200.000
P,50,57,49,56,B11,1,228.000,200.000
P,50,58,49,57,B11,1,232.000,200.000
P,50,59,49,58,B11,1,236.000,200.000
P,50,60,49,59,B11,1,240.000,200.000
P,50,61,49,60,B11,1,244.000,200.000
P,50,62,49,61,B11,1,248.000,200.000
P,50,63,49,62,B11,1,252.000,200.000
P,50,64,49,63,B11,1,256.000,200.000
P,50,65,,,EDGE,0,260.000,200.000
P,51,0,,,EDGE,0,0.000,204.000
P,51,1,50,0,B10,1,4.000,204.000
P,51,2,50,1,B11,1,8.000,204.000
P,51,3,50,2,B11,1,12.000,204.000
P,51,4,50,3,B11,1,16.000,204.000
P,51,5,50,4,B11,1,20.000,204.000
P,51,6,50,5,B11,1,24.000,204.000
P,51,7,50,6,B11,1,28.000,204.000
P,51,8,50,7,B11,1,32.000,204.000
P,51,9,50,8,B11,1,36.000,204.000
P,51,10,50,9,B11,1,40.000,204.000
P,51,11,50,10,B11,1,44.000,204.000
P,51,12,50,11,B11,1,48.000,204.000
P,51,13,50,12,B11,1,52.000,204.000
P,51,14,50,13,B11,1,56.000,204.000
P,51,15,50,14,B11,1,60.000,204.000
P,51,16,50,15,B11,1,64.000,204.000
P,51,17,50,16,B11,1,68.000,204.000
P,51,18,50,17,B11,1,72.000,204.000
P,51,19,50,18,B11,1,76.000,204.000
P,51,20,50,19,B11,1,80.000,204.000
P,51,21,50,20,B11,1,84.000,204.000
P,51,22,50,21,B11,1,88.000,204.000
P,51,23,50,22,B11,1,92.000,204.000
P,51,24,50,23,B11,1,96.000,204.000
P,51,25,50,24,B11,1,100.000,204.000
P,51,26,50,25,B11,1,104.000,204.000
P,51,27,50,26,B11,1,108.000,204.000
P,51,28,50,27,B11,1,112.000,204.000
P,51,29,50,28,B11,1,116.000,204.000
P,51,30,50,29,B11,1,120.000,204.000
P,51,31,50,30,B11,1,124.000,204.000
P,51,32,50,31,B11,1,128.000,204.000
P,51,33,50,32,B11,1,132.000,204.000
P,51,34,50,33,B11,1,136.000,204.000
P,51,35,50,34,B11,1,140.000,204.000
P,51,36,50,35,B11,1,144.000,204.000
P,51,37,50,36,B11,1,148.000,204.000
P,51,38,50,37,B11,1,152.000,204.000
P,51,39,50,38,B11,1,156.000,204.000
P,51,40,50,39,B11,1,160.000,204.000
P,51,41,50,40,B11,1,164.000,204.000
P,51,42,50,41,B11,1,168.000,204.000
P,51,43,50,42,B11,1,172.000,204.000
P,51,44,50,43,B11,1,176.000,204.000
P,51,45,50,44,B11,1,180.000,204.000
P,51,46,50,45,B11,1,184.000,204.000
P,51,47,50,46,B11,1,188.000,204.000
P,51,48,50,47,B11,1,192.000,204.000
P,51,49,50,48,B11,1,196.000,204.000
P,51,50,50,49,B11,1,200.000,204.000
P,51,51,50,50,B11,1,204.000,204.000
P,51,52,50,51,B11,1,208.000,204.000
P,51,53,50,52,B11,1,212.000,204.000
P,51,54,50,53,B11,1,216.000,204.000
P,51,55,50,54,B11,1,220.000,204.000
P,51,56,50,55,B11,1,224.000,204.000
P,51,57,50,56,B11,1,228.000,204.000
P,51,58,50,57,B11,1,232.000,204.000
P,51,59,50,58,B11,1,236.000,204.000
P,51,60,50,59,B11,1,240.000,204.000
P,51,61,50,60,B11,1,244.000,204.000
P,51,62,50,61,B11,1,248.000,204.000
P,51,63,50,62,B11,1,252.000,204.000
P,51,64,50,63,B11,1,256.000,204.000
P,51,65,,,EDGE,0,260.000,204.000
P,52,0,,,EDGE,0,0.000,208.000
P,52,1,51,0,B10,1,4.000,208.000
P,52,2,51,1,B11,1,8.000,208.000
P,52,3,51,2,B11,1,12.000,208.000
P,52,4,51,3,B11,1,16.000,208.000
P,52,5,51,4,B11,1,20.000,208.000
P,52,6,51,5,B11,1,24.000,208.000
P,52,7,51,6,B11,1,28.000,208.000
P,52,8,51,7,B11,1,32.000,208.000
P,52,9,51,8,B11,1,36.000,208.000
P,52,10,51,9,B11,1,40.000,208.000
P,52,11,51,10,B11,1,44.000,208.000
P,52,12,51,11,B11,1,48.000,208.000
P,52,13,51,12,B11,1,52.000,208.000
P,52,14,51,13,B11,1,56.000,208.000
P,52,15,51,14,B11,1,60.000,208.000
P,52,16,51,15,B11,1,64.000,208.000
P,52,17,51,16,B11,1,68.000,208.000
P,52,18,51,17,B11,1,72.000,208.000
P,52,19,51,18,B11,1,76.000,208.000
P,52,20,51,19,B11,1,80.000,208.000
P,52,21,51,20,B11,1,84.000,208.000
P,52,22,51,21,B11,1,88.000,208.000
P,52,23,51,22,B11,1,92.000,208.000
P,52,24,51,23,B11,1,96.000,208.000
P,52,25,51,24,B11,1,100.000,208.000
P,52,26,51,25,B11,1,104.000,208.000
P,52,27,51,26,B11,1,108.000,208.000
P,52,28,51,27,B11,1,112.000,208.000
P,52,29,51,28,B11,1,116.000,208.000
P,52,30,51,29,B11,1,120.000,208.000
P,52,31,51,30,B11,1,124.000,208.000
P,52,32,51,31,B11,1,128.000,208.000
P,52,33,51,32,B11,1,132.000,208.000
P,52,34,51,33,B11,1,136.000,208.000
P,52,35,51,34,B11,1,140.000,208.000
P,52,36,51,35,B11,1,144.000,208.000
P,52,37,51,36,B11,1,148.000,208.000
P,52,38,51,37,B11,1,152.000,208.000
P,52,39,51,38,B11,1,156.000,208.000
P,52,40,51,39,B11,1,160.000,208.000
P,52,41,51,40,B11,1,164.000,208.000
P,52,42,51,41,B11,1,168.000,208.000
P,52,43,51,42,B11,1,172.000,208.000
P,52,44,51,43,B11,1,176.000,208.000
P,52,45,51,44,B11,1,180.000,208.000
P,52,46,51,45,B11,1,184.000,208.000
P,52,47,51,46,B11,1,188.000,208.000
P,52,48,51,47,B11,1,192.000,208.000
P,52,49,51,48,B11,1,196.000,208.000
P,52,50,51,49,B11,1,200.000,208.000
P,52,51,51,50,B11,1,204.000,208.000
P,52,52,51,51,B11,1,208.000,208.000
P,52,53,51,52,B11,1,212.000,208.000
P,52,54,51,53,B11,1,216.000,208.000
P,52,55,51,54,B11,1,220.000,208.000
P,52,56,51,55,B11,1,224.000,208.000
P,52,57,51,56,B11,1,228.000,208.000
P,52,58,51,57,B11,1,232.000,208.000
P,52,59,51,58,B11,1,236.000,208.000
P,52,60,51,59,B11,1,240.000,208.000
P,52,61,51,60,B11,1,244.000,208.000
P,52,62,51,61,B11,1,248.000,208.000
P,52,63,51,62,B11,1,252.000,208.000
P,52,64,51,63,B11,1,256.000,208.000
P,52,65,,,EDGE,0,260.000,208.000
P,53,0,,,EDGE,0,0.000,212.000
P,53,1,52,0,B10,1,4.000,212.000
P,53,2,52,1,B11,1,8.000,212.000
P,53,3,52,2,B11,1,12.000,212.000
P,53,4,52,3,B11,1,16.000,212.000
P,53,5,52,4,B11,1,20.000,212.000
P,53,6,52,5,B11,1,24.000,212.000
P,53,7,52,6,B11,1,28.000,212.000
P,53,8,52,7,B11,1,32.000,212.000
P,53,9,52,8,B11,1,36.000,212.000
P,53,10,52,9,B11,1,40.000,212.000
P,53,11,52,10,B11,1,44.000,212.000
P,53,12,52,11,B11,1,48.000,212.000
P,53,13,52,12,B11,1,52.000,212.000
P,53,14,52,13,B11,1,56.000,212.000
P,53,15,52,14,B11,1,60.000,212.000
P,53,16,52,15,B11,1,64.000,212.000
P,53,17,52,16,B11,1,68.000,212.000
P,53,18,52,17,B11,1,72.000,212.000
P,53,19,52,18,B11,1,76.000,212.000
P,53,20,52,19,B11,1,80.000,212.000
P,53,21,52,20,B11,1,84.000,212.000
P,53,22,52,21,B11,1,88.000,212.000
P,53,23,52,22,B11,1,92.000,212.000
P,53,24,52,23,B11,1,96.000,212.000
P,53,25,52,24,B11,1,100.000,212.000
P,53,26,52,25,B11,1,104.000,212.000
P,53,27,52,26,B11,1,108.000,212.000
P,53,28,52,27,B11,1,112.000,212.000
P,53,29,52,28,B11,1,116.000,212.000
P,53,30,52,29,B11,1,120.000,212.000
P,53,31,52,30,B11,1,124.000,212.000
P,53,32,52,31,B11,1,128.000,212.000
P,53,33,52,32,B11,1,132.000,212.000
P,53,34,52,33,B11,1,136.000,212.000
P,53,35,52,34,B11,1,140.000,212.000
P,53,36,52,35,B11,1,144.000,212.000
P,53,37,52,36,B11,1,148.000,212.000
P,53,38,52,37,B11,1,152.000,212.000
P,53,39,52,38,B11,1,156.000,212.000
P,53,40,52,39,B11,1,160.000,212.000
P,53,41,52,40,B11,1,164.000,212.000
P,53,42,52,41,B11,1,168.000,212.000
P,53,43,52,42,B11,1,172.000,212.000
P,53,44,52,43,B11,1,176.000,212.000
P,53,45,52,44,B11,1,180.000,212.000
P,53,46,52,45,B11,1,184.000,212.000
P,53,47,52,46,B11,1,188.000,212.000
P,53,48,52,47,B11,1,192.000,212.000
P,53,49,52,48,B11,1,196.000,212.000
P,53,50,52,49,B11,1,200.000,212.000
P,53,51,52,50,B11,1,204.000,212.000
P,53,52,52,51,B11,1,208.000,212.000
P,53,53,52,52,B11,1,212.000,212.000
P,53,54,52,53,B11,1,216.000,212.000
P,53,55,52,54,B11,1,220.000,212.000
P,53,56,52,55,B11,1,224.000,212.000
P,53,57,52,56,B11,1,228.000,212.000
P,53,58,52,57,B11,1,232.000,212.000
P,53,59,52,58,B11,1,236.000,212.000
P,53,60,52,59,B11,1,240.000,212.000
P,53,61,52,60,B11,1,244.000,212.000
P,53,62,52,61,B11,1,248.000,212.000
P,53,63,52,62,B11,1,252.000,212.000
P,53,64,52,63,B11,1,256.000,212.000
P,53,65,,,EDGE,0,260.000,212.000
P,54,0,,,EDGE,0,0.000,216.000
P,54,1,53,0,B10,1,4.000,216.000
P,54,2,53,1,B11,1,8.000,216.000
P,54,3,53,2,B11,1,12.000,216.000
P,54,4,53,3,B11,1,16.000,216.000
P,54,5,53,4,B11,1,20.000,216.000
P,54,6,53,5,B11,1,24.000,216.000
P,54,7,53,6,B11,1,28.000,216.000
P,54,8,53,7,B11,1,32.000,216.000
P,54,9,53,8,B11,1,36.000,216.000
P,54,10,53,9,B11,1,40.000,216.000
P,54,11,53,10,B11,1,44.000,216.000
P,54,12,53,11,B11,1,48.000,216.000
P,54,13,53,12,B11,1,52.000,216.000
P,54,14,53,13,B11,1,56.000,216.000
P,54,15,53,14,B11,1,60.000,216.000
P,54,16,53,15,B11,1,64.000,216.000
P,54,17,53,16,B11,1,68.000,216.000
P,54,18,53,17,B11,1,72.000,216.000
P,54,19,53,18,B11,1,76.000,216.000
P,54,20,53,19,B11,1,80.000,216.000
P,54,21,53,20,B11,1,84.000,216.000
P,54,22,53,21,B11,1,88.000,216.000
P,54,23,53,22,B11,1,92.000,216.000
P,54,24,53,23,B11,1,96.000,216.000
P,54,25,53,24,B11,1,100.000,216.000
P,54,26,53,25,B11,1,104.000,216.000
P,54,27,53,26,B11,1,108.000,216.000
P,54,28,53,27,B11,1,112.000,216.000
P,54,29,53,28,B11,1,116.000,216.000
P,54,30,53,29,B11,1,120.000,216.000
P,54,31,53,30,B11,1,124.000,216.000
P,54,32,53,31,B11,1,128.000,216.000
P,54,33,53,32,B11,1,132.000,216.000
P,54,34,53,33,B11,1,136.000,216.000
P,54,35,53,34,B11,1,140.000,216.000
P,54,36,53,35,B11,1,144.000,216.000
P,54,37,53,36,B11,1,148.000,216.000
P,54,38,53,37,B11,1,152.000,216.000
P,54,39,53,38,B11,1,156.000,216.000
P,54,40,53,39,B11,1,160.000,216.000
P,54,41,53,40,B11,1,164.000,216.000
P,54,42,53,41,B11,1,168.000,216.000
P,54,43,53,42,B11,1,172.000,216.000
P,54,44,53,43,B11,1,176.000,216.000
P,54,45,53,44,B11,1,180.000,216.000
P,54,46,53,45,B11,1,184.000,216.000
P,54,47,53,46,B11,1,188.000,216.000
P,54,48,53,47,B11,1,192.000,216.000
P,54,49,53,48,B11,1,196.000,216.000
P,54,50,53,49,B11,1,200.000,216.000
P,54,51,53,50,B11,1,204.000,216.000
P,54,52,53,51,B11,1,208.000,216.000
P,54,53,53,52,B11,1,212.000,216.000
P,54,54,53,53,B11,1,216.000,216.000
P,54,55,53,54,B11,1,220.000,216.000
P,54,56,53,55,B11,1,224.000,216.000
P,54,57,53,56,B11,1,228.000,216.000
P,54,58,53,57,B11,1,232.000,216.000
P,54,59,53,58,B11,1,236.000,216.000
P,54,60,53,59,B11,1,240.000,216.000
P,54,61,53,60,B11,1,244.000,216.000
P,54,62,53,61,B11,1,248.000,216.000
P,54,63,53,62,B11,1,252.000,216.000
P,54,64,53,63,B11,1,256.000,216.000
P,54,65,,,EDGE,0,260.000,216.000
P,55,0,,,EDGE,0,0.000,220.000
P,55,1,54,0,B10,1,4.000,220.000
P,55,2,54,1,B11,1,8.000,220.000
P,55,3,54,2,B11,1,12.000,220.000
P,55,4,54,3,B11,1,16.000,220.000
P,55,5,54,4,B11,1,20.000,220.000
P,55,6,54,5,B11,1,24.000,220.000
P,55,7,54,6,B11,1,28.000,220.000
P,55,8,54,7,B11,1,32.000,220.000
P,55,9,54,8,B11,1,36.000,220.000
P,55,10,54,9,B11,1,40.000,220.000
P,55,11,54,10,B11,1,44.000,220.000
P,55,12,54,11,B11,1,48.000,220.000
P,55,13,54,12,B11,1,52.000,220.000
P,55,14,54,13,B11,1,56.000,220.000
P,55,15,54,14,B11,1,60.000,220.000
P,55,16,54,15,B11,1,64.000,220.000
P,55,17,54,16,B11,1,68.000,220.000
P,55,18,54,17,B11,1,72.000,220.000
P,55,19,54,18,B11,1,76.000,220.000
P,55,20,54,19,B11,1,80.000,220.000
P,55,21,54,20,B11,1,84.000,220.000
P,55,22,54,21,B11,1,88.000,220.000
P,55,23,54,22,B11,1,92.000,220.000
P,55,24,54,23,B11,1,96.000,220.000
P,55,25,54,24,B11,1,100.000,220.000
P,55,26,54,25,B11,1,104.000,220.000
P,55,27,54,26,B11,1,108.000,220.000
P,55,28,54,27,B11,1,112.000,220.000
P,55,29,54,28,B11,1,116.000,220.000
P,55,30,54,29,B11,1,120.000,220.000
P,55,31,54,30,B11,1,124.000,220.000
P,55,32,54,31,B11,1,128.000,220.000
P,55,33,54,32,B11,1,132.000,220.000
P,55,34,54,33,B11,1,136.000,220.000
P,55,35,54,34,B11,1,140.000,220.000
P,55,36,54,35,B11,1,144.000,220.000
P,55,37,54,36,B11,1,148.000,220.000
P,55,38,54,37,B11,1,152.000,220.000
P,55,39,54,38,B11,1,156.000,220.000
P,55,40,54,39,B11,1,160.000,220.000
P,55,41,54,40,B11,1,164.000,220.000
P,55,42,54,41,B11,1,168.000,220.000
P,55,43,54,42,B11,1,172.000,220.000
P,55,44,54,43,B11,1,176.000,220.000
P,55,45,54,44,B11,1,180.000,220.000
P,55,46,54,45,B11,1,184.000,220.000
P,55,47,54,46,B11,1,188.000,220.000
P,55,48,54,47,B11,1,192.000,220.000
P,55,49,54,48,B11,1,196.000,220.000
P,55,50,54,49,B11,1,200.000,220.000
P,55,51,54,50,B11,1,204.000,220.000
P,55,52,54,51,B11,1,208.000,220.000
P,55,53,54,52,B11,1,212.000,220.000
P,55,54,54,53,B11,1,216.000,220.000
P,55,55,54,54,B11,1,220.000,220.000
P,55,56,54,55,B11,1,224.000,220.000
P,55,57,54,56,B11,1,228.000,220.000
P,55,58,54,57,B11,1,232.000,220.000
P,55,59,54,58,B11,1,236.000,220.000
P,55,60,54,59,B11,1,240.000,220.000
P,55,61,54,60,B11,1,244.000,220.000
P,55,62,54,61,B11,1,248.000,220.000
P,55,63,54,62,B11,1,252.000,220.000
P,55,64,54,63,B11,1,256.000,220.000
P,55,65,,,EDGE,0,260.000,220.000
P,56,0,,,EDGE,0,0.000,224.000
P,56,1,55,0,B10,1,4.000,224.000
P,56,2,55,1,B11,1,8.000,224.000
P,56,3,55,2,B11,1,12.000,224.000
P,56,4,55,3,B11,1,16.000,224.000
P,56,5,55,4,B11,1,20.000,224.000
P,56,6,55,5,B11,1,24.000,224.000
P,56,7,55,6,B11,1,28.000,224.000
P,56,8,55,7,B11,1,32.000,224.000
P,56,9,55,8,B11,1,36.000,224.000
P,56,10,55,9,B11,1,40.000,224.000
P,56,11,55,10,B11,1,44.000,224.000
P,56,12,55,11,B11,1,48.000,224.000
P,56,13,55,12,B11,1,52.000,224.000
P,56,14,55,13,B11,1,56.000,224.000
P,56,15,55,14,B11,1,60.000,224.000
P,56,16,55,15,B11,1,64.000,224.000
P,56,17,55,16,B11,1,68.000,224.000
P,56,18,55,17,B11,1,72.000,224.000
P,56,19,55,18,B11,1,76.000,224.000
P,56,20,55,19,B11,1,80.000,224.000
P,56,21,55,20,B11,1,84.000,224.000
P,56,22,55,21,B11,1,88.000,224.000
P,56,23,55,22,B11,1,92.000,224.000
P,56,24,55,23,B11,1,96.000,224.000
P,56,25,55,24,B11,1,100.000,224.000
P,56,26,55,25,B11,1,104.000,224.000
P,56,27,55,26,B11,1,108.000,224.000
P,56,28,55,27,B11,1,112.000,224.000
P,56,29,55,28,B11,1,116.000,224.000
P,56,30,55,29,B11,1,120.000,224.000
P,56,31,55,30,B11,1,124.000,224.000
P,56,32,55,31,B11,1,128.000,224.000
P,56,33,55,32,B11,1,132.000,224.000
P,56,34,55,33,B11,1,136.000,224.000
P,56,35,55,34,B11,1,140.000,224.000
P,56,36,55,35,B11,1,144.000,224.000
P,56,37,55,36,B11,1,148.000,224.000
P,56,38,55,37,B11,1,152.000,224.000
P,56,39,55,38,B11,1,156.000,224.000
P,56,40,55,39,B11,1,160.000,224.000
P,56,41,55,40,B11,1,164.000,224.000
P,56,42,55,41,B11,1,168.000,224.000
P,56,43,55,42,B11,1,172.000,224.000
P,56,44,55,43,B11,1,176.000,224.000
P,56,45,55,44,B11,1,180.000,224.000
P,56,46,55,45,B11,1,184.000,224.000
P,56,47,55,46,B11,1,188.000,224.000
P,56,48,55,47,B11,1,192.000,224.000
P,56,49,55,48,B11,1,196.000,224.000
P,56,50,55,49,B11,1,200.000,224.000
P,56,51,55,50,B11,1,204.000,224.000
P,56,52,55,51,B11,1,208.000,224.000
P,56,53,55,52,B11,1,212.000,224.000
P,56,54,55,53,B11,1,216.000,224.000
P,56,55,55,54,B11,1,220.000,224.000
P,56,56,55,55,B11,1,224.000,224.000
P,56,57,55,56,B11,1,228.000,224.000
P,56,58,55,57,B11,1,232.000,224.000
P,56,59,55,58,B11,1,236.000,224.000
P,56,60,55,59,B11,1,240.000,224.000
P,56,61,55,60,B11,1,244.000,224.000
P,56,62,55,61,B11,1,248.000,224.000
P,56,63,55,62,B11,1,252.000,224.000
P,56,64,55,63,B11,1,256.000,224.000
P,56,65,,,EDGE,0,260.000,224.000
P,57,0,,,EDGE,0,0.000,228.000
P,57,1,56,0,B9,1,4.000,228.000
P,57,2,56,1,B11,1,8.000,228.000
P,57,3,56,2,B11,1,12.000,228.000
P,57,4,56,3,B11,1,16.000,228.000
P,57,5,56,4,B11,1,20.000,228.000
P,57,6,56,5,B11,1,24.000,228.000
P,57,7,56,6,B11,1,28.000,228.000
P,57,8,56,7,B11,1,32.000,228.000
P,57,9,56,8,B11,1,36.000,228.000
P,57,10,56,9,B11,1,40.000,228.000
P,57,11,56,10,B11,1,44.000,228.000
P,57,12,56,11,B11,1,48.000,228.000
P,57,13,56,12,B11,1,52.000,228.000
P,57,14,56,13,B11,1,56.000,228.000
P,57,15,56,14,B11,1,60.000,228.000
P,57,16,56,15,B11,1,64.000,228.000
P,57,17,56,16,B11,1,68.000,228.000
P,57,18,56,17,B11,1,72.000,228.000
P,57,19,56,18,B11,1,76.000,228.000
P,57,20,56,19,B11,1,80.000,228.000
P,57,21,56,20,B11,1,84.000,228.000
P,57,22,56,21,B11,1,88.000,228.000
P,57,23,56,22,B11,1,92.000,228.000
P,57,24,56,23,B11,1,96.000,228.000
P,57,25,56,24,B11,1,100.000,228.000
P,57,26,56,25,B11,1,104.000,228.000
P,57,27,56,26,B11,1,108.000,228.000
P,57,28,56,27,B11,1,112.000,228.000
P,57,29,56,28,B11,1,116.000,228.000
P,57,30,56,29,B11,1,120.000,228.000
P,57,31,56,30,B11,1,124.000,228.000
P,57,32,56,31,B11,1,128.000,228.000
P,57,33,56,32,B11,1,132.000,228.000
P,57,34,56,33,B11,1,136.000,228.000
P,57,35,56,34,B11,1,140.000,228.000
P,57,36,56,35,B11,1,144.000,228.000
P,57,37,56,36,B11,1,148.000,228.000
P,57,38,56,37,B11,1,152.000,228.000
P,57,39,56,38,B11,1,156.000,228.000
P,57,40,56,39,B11,1,160.000,228.000
P,57,41,56,40,B11,1,164.000,228.000
P,57,42,56,41,B11,1,168.000,228.000
P,57,43,56,42,B11,1,172.000,228.000
