 v-sweep         command         v(DRIVE)        v(VOUT)         v(VINN)         v(XOTA.VX)      m6_id           m6_vdsat        m7_id           m7_vdsat	manifest_sha256
 9.20000000e-01  8.80000000e-01  9.20000000e-01  8.80015040e-01  9.00007520e-01  7.92614234e-01  8.35439858e-05  1.58756813e-01  9.23421369e-05  1.64447470e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.30000000e-01  8.70000000e-01  9.30000000e-01  8.70023366e-01  9.00011683e-01  7.92885262e-01  8.36821835e-05  1.58919417e-01  9.23794182e-05  1.64450567e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.40000000e-01  8.60000000e-01  9.40000000e-01  8.60031708e-01  9.00015854e-01  7.93156789e-01  8.38200809e-05  1.59082318e-01  9.24163994e-05  1.64453664e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.50000000e-01  8.50000000e-01  9.50000000e-01  8.50040064e-01  9.00020032e-01  7.93428855e-01  8.39576844e-05  1.59245540e-01  9.24530869e-05  1.64456760e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.60000000e-01  8.40000000e-01  9.60000000e-01  8.40048438e-01  9.00024219e-01  7.93701498e-01  8.40950002e-05  1.59409107e-01  9.24894869e-05  1.64459857e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.70000000e-01  8.30000000e-01  9.70000000e-01  8.30056829e-01  9.00028415e-01  7.93974760e-01  8.42320343e-05  1.59573046e-01  9.25256053e-05  1.64462954e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.80000000e-01  8.20000000e-01  9.80000000e-01  8.20065240e-01  9.00032620e-01  7.94248682e-01  8.43687926e-05  1.59737382e-01  9.25614481e-05  1.64466051e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 9.90000000e-01  8.10000000e-01  9.90000000e-01  8.10073671e-01  9.00036836e-01  7.94523308e-01  8.45052807e-05  1.59902142e-01  9.25970209e-05  1.64469147e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.00000000e+00  8.00000000e-01  1.00000000e+00  8.00082125e-01  9.00041062e-01  7.94798682e-01  8.46415039e-05  1.60067355e-01  9.26323291e-05  1.64472244e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.01000000e+00  7.90000000e-01  1.01000000e+00  7.90090601e-01  9.00045301e-01  7.95074850e-01  8.47774677e-05  1.60233049e-01  9.26673780e-05  1.64475341e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.02000000e+00  7.80000000e-01  1.02000000e+00  7.80099103e-01  9.00049551e-01  7.95351862e-01  8.49131770e-05  1.60399255e-01  9.27021727e-05  1.64478438e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.03000000e+00  7.70000000e-01  1.03000000e+00  7.70107631e-01  9.00053815e-01  7.95629766e-01  8.50486369e-05  1.60566004e-01  9.27367183e-05  1.64481535e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.04000000e+00  7.60000000e-01  1.04000000e+00  7.60116186e-01  9.00058093e-01  7.95908614e-01  8.51838522e-05  1.60733328e-01  9.27710196e-05  1.64484632e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.05000000e+00  7.50000000e-01  1.05000000e+00  7.50124772e-01  9.00062386e-01  7.96188462e-01  8.53188275e-05  1.60901261e-01  9.28050812e-05  1.64487728e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.06000000e+00  7.40000000e-01  1.06000000e+00  7.40133389e-01  9.00066694e-01  7.96469366e-01  8.54535674e-05  1.61069839e-01  9.28389076e-05  1.64490825e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.07000000e+00  7.30000000e-01  1.07000000e+00  7.30142039e-01  9.00071019e-01  7.96751385e-01  8.55880763e-05  1.61239099e-01  9.28725034e-05  1.64493922e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.08000000e+00  7.20000000e-01  1.08000000e+00  7.20150724e-01  9.00075362e-01  7.97034581e-01  8.57223583e-05  1.61409079e-01  9.29058728e-05  1.64497019e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.09000000e+00  7.10000000e-01  1.09000000e+00  7.10159446e-01  9.00079723e-01  7.97319019e-01  8.58564178e-05  1.61579820e-01  9.29390199e-05  1.64500116e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.10000000e+00  7.00000000e-01  1.10000000e+00  7.00168207e-01  9.00084103e-01  7.97604768e-01  8.59902587e-05  1.61751366e-01  9.29719488e-05  1.64503213e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.11000000e+00  6.90000000e-01  1.11000000e+00  6.90177009e-01  9.00088505e-01  7.97891899e-01  8.61238849e-05  1.61923760e-01  9.30046634e-05  1.64506310e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.12000000e+00  6.80000000e-01  1.12000000e+00  6.80185855e-01  9.00092928e-01  7.98180489e-01  8.62573002e-05  1.62097051e-01  9.30371676e-05  1.64509407e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.13000000e+00  6.70000000e-01  1.13000000e+00  6.70194747e-01  9.00097374e-01  7.98470618e-01  8.63905084e-05  1.62271288e-01  9.30694651e-05  1.64512504e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.14000000e+00  6.60000000e-01  1.14000000e+00  6.60203688e-01  9.00101844e-01  7.98762370e-01  8.65235129e-05  1.62446525e-01  9.31015595e-05  1.64515601e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.15000000e+00  6.50000000e-01  1.15000000e+00  6.50212680e-01  9.00106340e-01  7.99055835e-01  8.66563175e-05  1.62622816e-01  9.31334543e-05  1.64518698e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.16000000e+00  6.40000000e-01  1.16000000e+00  6.40221727e-01  9.00110863e-01  7.99351107e-01  8.67889253e-05  1.62800223e-01  9.31651531e-05  1.64521795e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.17000000e+00  6.30000000e-01  1.17000000e+00  6.30230468e-01  9.00115234e-01  7.99648298e-01  8.69213438e-05  1.62978812e-01  9.31966601e-05  1.64524892e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.18000000e+00  6.20000000e-01  1.18000000e+00  6.20239690e-01  9.00119845e-01  7.99947494e-01  8.70535675e-05  1.63158640e-01  9.32279763e-05  1.64527989e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.19000000e+00  6.10000000e-01  1.19000000e+00  6.10249223e-01  9.00124612e-01  8.00248815e-01  8.71856015e-05  1.63339780e-01  9.32591054e-05  1.64531085e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.20000000e+00  6.00000000e-01  1.20000000e+00  6.00258519e-01  9.00129260e-01  8.00552397e-01  8.73174549e-05  1.63522317e-01  9.32900522e-05  1.64534182e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.21000000e+00  5.90000000e-01  1.21000000e+00  5.90267887e-01  9.00133944e-01  8.00858363e-01  8.74491273e-05  1.63706329e-01  9.33208188e-05  1.64537279e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.22000000e+00  5.80000000e-01  1.22000000e+00  5.80277332e-01  9.00138666e-01  8.01166854e-01  8.75806217e-05  1.63891904e-01  9.33514080e-05  1.64540376e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.23000000e+00  5.70000000e-01  1.23000000e+00  5.70286801e-01  9.00143400e-01  8.01478022e-01  8.77119414e-05  1.64079135e-01  9.33818229e-05  1.64543473e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.24000000e+00  5.60000000e-01  1.24000000e+00  5.60296467e-01  9.00148233e-01  8.01792024e-01  8.78430875e-05  1.64268122e-01  9.34120658e-05  1.64546570e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.25000000e+00  5.50000000e-01  1.25000000e+00  5.50306168e-01  9.00153084e-01  8.02109042e-01  8.79740643e-05  1.64458977e-01  9.34421400e-05  1.64549667e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.26000000e+00  5.40000000e-01  1.26000000e+00  5.40315966e-01  9.00157983e-01  8.02429261e-01  8.81048738e-05  1.64651817e-01  9.34720479e-05  1.64552764e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.27000000e+00  5.30000000e-01  1.27000000e+00  5.30325867e-01  9.00162934e-01  8.02752889e-01  8.82355187e-05  1.64846771e-01  9.35017921e-05  1.64555861e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.28000000e+00  5.20000000e-01  1.28000000e+00  5.20335878e-01  9.00167939e-01  8.03080147e-01  8.83660014e-05  1.65043977e-01  9.35313751e-05  1.64558958e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.29000000e+00  5.10000000e-01  1.29000000e+00  5.10346005e-01  9.00173003e-01  8.03411278e-01  8.84963242e-05  1.65243587e-01  9.35607994e-05  1.64562055e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.30000000e+00  5.00000000e-01  1.30000000e+00  5.00356258e-01  9.00178129e-01  8.03746548e-01  8.86264895e-05  1.65445766e-01  9.35900675e-05  1.64565152e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.31000000e+00  4.90000000e-01  1.31000000e+00  4.90366645e-01  9.00183323e-01  8.04086247e-01  8.87564996e-05  1.65650696e-01  9.36191816e-05  1.64568249e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.32000000e+00  4.80000000e-01  1.32000000e+00  4.80377176e-01  9.00188588e-01  8.04430694e-01  8.88863567e-05  1.65858575e-01  9.36481441e-05  1.64571345e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.33000000e+00  4.70000000e-01  1.33000000e+00  4.70387861e-01  9.00193930e-01  8.04780239e-01  8.90160629e-05  1.66069622e-01  9.36769572e-05  1.64574442e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.34000000e+00  4.60000000e-01  1.34000000e+00  4.60398712e-01  9.00199356e-01  8.05135272e-01  8.91456204e-05  1.66284081e-01  9.37056231e-05  1.64577539e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.35000000e+00  4.50000000e-01  1.35000000e+00  4.50409742e-01  9.00204871e-01  8.05496222e-01  8.92750310e-05  1.66502218e-01  9.37341439e-05  1.64580636e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.36000000e+00  4.40000000e-01  1.36000000e+00  4.40420966e-01  9.00210483e-01  8.05863568e-01  8.94042969e-05  1.66724333e-01  9.37625217e-05  1.64583732e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.37000000e+00  4.30000000e-01  1.37000000e+00  4.30432400e-01  9.00216200e-01  8.06237846e-01  8.95334198e-05  1.66950760e-01  9.37907585e-05  1.64586829e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.38000000e+00  4.20000000e-01  1.38000000e+00  4.20444063e-01  9.00222031e-01  8.06619656e-01  8.96624016e-05  1.67181872e-01  9.38188563e-05  1.64589926e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.39000000e+00  4.10000000e-01  1.39000000e+00  4.10455974e-01  9.00227987e-01  8.07009675e-01  8.97912441e-05  1.67418093e-01  9.38468171e-05  1.64593022e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.40000000e+00  4.00000000e-01  1.40000000e+00  4.00468157e-01  9.00234079e-01  8.07408669e-01  8.99199488e-05  1.67659899e-01  9.38746428e-05  1.64596119e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.41000000e+00  3.90000000e-01  1.41000000e+00  3.90480639e-01  9.00240320e-01  8.07817509e-01  9.00485175e-05  1.67907833e-01  9.39023350e-05  1.64599215e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.42000000e+00  3.80000000e-01  1.42000000e+00  3.80493450e-01  9.00246725e-01  8.08237194e-01  9.01769517e-05  1.68162518e-01  9.39298958e-05  1.64602311e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.43000000e+00  3.70000000e-01  1.43000000e+00  3.70506625e-01  9.00253313e-01  8.08668869e-01  9.03052527e-05  1.68424667e-01  9.39573267e-05  1.64605408e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.44000000e+00  3.60000000e-01  1.44000000e+00  3.60520204e-01  9.00260102e-01  8.09113863e-01  9.04334219e-05  1.68695109e-01  9.39846295e-05  1.64608504e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.45000000e+00  3.50000000e-01  1.45000000e+00  3.50534234e-01  9.00267117e-01  8.09573724e-01  9.05614605e-05  1.68974806e-01  9.40118058e-05  1.64611600e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.46000000e+00  3.40000000e-01  1.46000000e+00  3.40548770e-01  9.00274385e-01  8.10050268e-01  9.06893697e-05  1.69264891e-01  9.40388571e-05  1.64614696e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.47000000e+00  3.30000000e-01  1.47000000e+00  3.30563877e-01  9.00281939e-01  8.10545644e-01  9.08171502e-05  1.69566700e-01  9.40657851e-05  1.64617791e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.48000000e+00  3.20000000e-01  1.48000000e+00  3.20579615e-01  9.00289808e-01  8.11062415e-01  9.09448027e-05  1.69881828e-01  9.40925911e-05  1.64620887e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.49000000e+00  3.10000000e-01  1.49000000e+00  3.10596136e-01  9.00298068e-01  8.11603663e-01  9.10723282e-05  1.70212193e-01  9.41192764e-05  1.64623982e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.50000000e+00  3.00000000e-01  1.50000000e+00  3.00613490e-01  9.00306745e-01  8.12173136e-01  9.11997265e-05  1.70560125e-01  9.41458425e-05  1.64627077e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.51000000e+00  2.90000000e-01  1.51000000e+00  2.90631843e-01  9.00315921e-01  8.12775429e-01  9.13269976e-05  1.70928481e-01  9.41722905e-05  1.64630172e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.52000000e+00  2.80000000e-01  1.52000000e+00  2.80651364e-01  9.00325682e-01  8.13416247e-01  9.14541410e-05  1.71320806e-01  9.41986215e-05  1.64633267e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.53000000e+00  2.70000000e-01  1.53000000e+00  2.70672271e-01  9.00336136e-01  8.14102748e-01  9.15811555e-05  1.71741542e-01  9.42248365e-05  1.64636361e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.54000000e+00  2.60000000e-01  1.54000000e+00  2.60694841e-01  9.00347420e-01  8.14844020e-01  9.17080394e-05  1.72196331e-01  9.42509362e-05  1.64639454e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.55000000e+00  2.50000000e-01  1.55000000e+00  2.50719426e-01  9.00359713e-01  8.15651742e-01  9.18347898e-05  1.72692412e-01  9.42769211e-05  1.64642547e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.56000000e+00  2.40000000e-01  1.56000000e+00  2.40746487e-01  9.00373243e-01  8.16541099e-01  9.19614024e-05  1.73239190e-01  9.43027917e-05  1.64645639e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.57000000e+00  2.30000000e-01  1.57000000e+00  2.30776627e-01  9.00388314e-01  8.17532045e-01  9.20878712e-05  1.73849010e-01  9.43285476e-05  1.64648731e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.58000000e+00  2.20000000e-01  1.58000000e+00  2.20810649e-01  9.00405325e-01  8.18651039e-01  9.22141879e-05  1.74538215e-01  9.43541884e-05  1.64651821e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.59000000e+00  2.10000000e-01  1.59000000e+00  2.10849619e-01  9.00424809e-01  8.19933366e-01  9.23403406e-05  1.75328558e-01  9.43797127e-05  1.64654910e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.60000000e+00  2.00000000e-01  1.60000000e+00  2.00894960e-01  9.00447480e-01  8.21426146e-01  9.24663133e-05  1.76249011e-01  9.44051184e-05  1.64657996e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.61000000e+00  1.90000000e-01  1.61000000e+00  1.90948563e-01  9.00474281e-01  8.23191993e-01  9.25920829e-05  1.77337942e-01  9.44304021e-05  1.64661080e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.62000000e+00  1.80000000e-01  1.62000000e+00  1.81012904e-01  9.00506452e-01  8.25313161e-01  9.27176213e-05  1.78645518e-01  9.44555590e-05  1.64664161e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.63000000e+00  1.70000000e-01  1.63000000e+00  1.71091175e-01  9.00545587e-01  8.27895770e-01  9.28428893e-05  1.80236033e-01  9.44805826e-05  1.64667238e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.64000000e+00  1.60000000e-01  1.64000000e+00  1.61187391e-01  9.00593696e-01  8.31073870e-01  9.29678388e-05  1.82189958e-01  9.45054645e-05  1.64670309e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.65000000e+00  1.50000000e-01  1.65000000e+00  1.51306514e-01  9.00653257e-01  8.35013616e-01  9.30924103e-05  1.84605749e-01  9.45301939e-05  1.64673373e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.66000000e+00  1.40000000e-01  1.66000000e+00  1.41454602e-01  9.00727301e-01  8.39918881e-01  9.32165272e-05  1.87602085e-01  9.45547576e-05  1.64676428e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.67000000e+00  1.30000000e-01  1.67000000e+00  1.31639055e-01  9.00819527e-01  8.46040661e-01  9.33401007e-05  1.91321677e-01  9.45791391e-05  1.64679472e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.68000000e+00  1.20000000e-01  1.68000000e+00  1.21869122e-01  9.00934561e-01  8.53693056e-01  9.34630185e-05  1.95937860e-01  9.46033176e-05  1.64682501e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.69000000e+00  1.10000000e-01  1.69000000e+00  1.12156544e-01  9.01078272e-01  8.63279252e-01  9.35851089e-05  2.01665143e-01  9.46272665e-05  1.64685513e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.70000000e+00  1.00000000e-01  1.70000000e+00  1.02516764e-01  9.01258382e-01  8.75332006e-01  9.37062494e-05  2.08774872e-01  9.46509506e-05  1.64688503e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.71000000e+00  9.00000000e-02  1.71000000e+00  9.29706104e-02  9.01485305e-01  8.90574742e-01  9.38261364e-05  2.17616918e-01  9.46743216e-05  1.64691463e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.72000000e+00  8.00000000e-02  1.72000000e+00  8.35469579e-02  9.01773479e-01  9.10015652e-01  9.39445462e-05  2.28649976e-01  9.46973128e-05  1.64694386e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.73000000e+00  7.00000000e-02  1.73000000e+00  7.42866021e-02  9.02143301e-01  9.35088331e-01  9.40606090e-05  2.42480333e-01  9.47198289e-05  1.64697258e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.74000000e+00  6.00000000e-02  1.74000000e+00  6.52485487e-02  9.02624274e-01  9.67866370e-01  9.41738928e-05  2.59911784e-01  9.47417321e-05  1.64700061e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.75000000e+00  5.00000000e-02  1.75000000e+00  5.65185234e-02  9.03259262e-01  1.01136334e+00  9.42833068e-05  2.81994281e-01  9.47628215e-05  1.64702768e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.76000000e+00  4.00000000e-02  1.76000000e+00  4.82212423e-02  9.04110621e-01  1.06990696e+00  9.43873038e-05  3.10046352e-01  9.47828049e-05  1.64705342e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.77000000e+00  3.00000000e-02  1.77000000e+00  4.05341247e-02  9.05267062e-01  1.14942549e+00  9.44835757e-05  3.45577694e-01  9.48012665e-05  1.64707726e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.78000000e+00  2.00000000e-02  1.78000000e+00  3.36959400e-02  9.06847970e-01  1.25704464e+00  9.45693007e-05  3.89964001e-01  9.48176474e-05  1.64709847e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.79000000e+00  1.00000000e-02  1.79000000e+00  2.79935923e-02  9.08996796e-01  1.39823258e+00  9.46407854e-05  4.43592226e-01  9.48312775e-05  1.64711615e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
 1.80000000e+00 -1.33226763e-15  1.80000000e+00  2.37401312e-02  9.11870066e-01  1.56608662e+00  9.46942357e-05  5.03216294e-01  9.48414268e-05  1.64712935e-01	6b90c7326a881914a362e3b2e6e96e4716b20c8b8196590f22c2ce5e1ab460ab
