 frequency       gain_db         phase_deg      
 4.46683592e+00  3.80483169e+01  1.79999989e+02 
 4.57088190e+00  3.80483169e+01  1.79999988e+02 
 4.67735141e+00  3.80483169e+01  1.79999988e+02 
 4.78630092e+00  3.80483169e+01  1.79999988e+02 
 4.89778819e+00  3.80483169e+01  1.79999987e+02 
 5.01187234e+00  3.80483169e+01  1.79999987e+02 
 5.12861384e+00  3.80483169e+01  1.79999987e+02 
 5.24807460e+00  3.80483169e+01  1.79999987e+02 
 5.37031796e+00  3.80483169e+01  1.79999986e+02 
 5.49540874e+00  3.80483169e+01  1.79999986e+02 
 5.62341325e+00  3.80483169e+01  1.79999986e+02 
 5.75439937e+00  3.80483169e+01  1.79999985e+02 
 5.88843655e+00  3.80483169e+01  1.79999985e+02 
 6.02559586e+00  3.80483169e+01  1.79999985e+02 
 6.16595002e+00  3.80483169e+01  1.79999984e+02 
 6.30957344e+00  3.80483169e+01  1.79999984e+02 
 6.45654229e+00  3.80483169e+01  1.79999984e+02 
 6.60693448e+00  3.80483169e+01  1.79999983e+02 
 6.76082975e+00  3.80483169e+01  1.79999983e+02 
 6.91830971e+00  3.80483169e+01  1.79999982e+02 
 7.07945784e+00  3.80483169e+01  1.79999982e+02 
 7.24435960e+00  3.80483169e+01  1.79999981e+02 
 7.41310241e+00  3.80483169e+01  1.79999981e+02 
 7.58577575e+00  3.80483169e+01  1.79999981e+02 
 7.76247117e+00  3.80483169e+01  1.79999980e+02 
 7.94328235e+00  3.80483169e+01  1.79999980e+02 
 8.12830516e+00  3.80483169e+01  1.79999979e+02 
 8.31763771e+00  3.80483169e+01  1.79999979e+02 
 8.51138038e+00  3.80483169e+01  1.79999978e+02 
 8.70963590e+00  3.80483169e+01  1.79999978e+02 
 8.91250938e+00  3.80483169e+01  1.79999977e+02 
 9.12010839e+00  3.80483169e+01  1.79999977e+02 
 9.33254301e+00  3.80483169e+01  1.79999976e+02 
 9.54992586e+00  3.80483169e+01  1.79999976e+02 
 9.77237221e+00  3.80483169e+01  1.79999975e+02 
 1.00000000e+01  3.80483169e+01  1.79999974e+02 
 1.02329299e+01  3.80483169e+01  1.79999974e+02 
 1.04712855e+01  3.80483169e+01  1.79999973e+02 
 1.07151931e+01  3.80483169e+01  1.79999973e+02 
 1.09647820e+01  3.80483169e+01  1.79999972e+02 
 1.12201845e+01  3.80483169e+01  1.79999971e+02 
 1.14815362e+01  3.80483169e+01  1.79999971e+02 
 1.17489755e+01  3.80483169e+01  1.79999970e+02 
 1.20226443e+01  3.80483169e+01  1.79999969e+02 
 1.23026877e+01  3.80483169e+01  1.79999969e+02 
 1.25892541e+01  3.80483169e+01  1.79999968e+02 
 1.28824955e+01  3.80483169e+01  1.79999967e+02 
 1.31825674e+01  3.80483169e+01  1.79999966e+02 
 1.34896288e+01  3.80483169e+01  1.79999966e+02 
 1.38038426e+01  3.80483169e+01  1.79999965e+02 
 1.41253754e+01  3.80483169e+01  1.79999964e+02 
 1.44543977e+01  3.80483169e+01  1.79999963e+02 
 1.47910839e+01  3.80483169e+01  1.79999962e+02 
 1.51356125e+01  3.80483169e+01  1.79999961e+02 
 1.54881662e+01  3.80483169e+01  1.79999960e+02 
 1.58489319e+01  3.80483169e+01  1.79999960e+02 
 1.62181010e+01  3.80483169e+01  1.79999959e+02 
 1.65958691e+01  3.80483169e+01  1.79999958e+02 
 1.69824365e+01  3.80483169e+01  1.79999957e+02 
 1.73780083e+01  3.80483169e+01  1.79999956e+02 
 1.77827941e+01  3.80483169e+01  1.79999955e+02 
 1.81970086e+01  3.80483169e+01  1.79999954e+02 
 1.86208714e+01  3.80483169e+01  1.79999952e+02 
 1.90546072e+01  3.80483169e+01  1.79999951e+02 
 1.94984460e+01  3.80483169e+01  1.79999950e+02 
 1.99526231e+01  3.80483169e+01  1.79999949e+02 
 2.04173794e+01  3.80483169e+01  1.79999948e+02 
 2.08929613e+01  3.80483169e+01  1.79999947e+02 
 2.13796209e+01  3.80483169e+01  1.79999945e+02 
 2.18776162e+01  3.80483169e+01  1.79999944e+02 
 2.23872114e+01  3.80483169e+01  1.79999943e+02 
 2.29086765e+01  3.80483169e+01  1.79999941e+02 
 2.34422882e+01  3.80483169e+01  1.79999940e+02 
 2.39883292e+01  3.80483169e+01  1.79999939e+02 
 2.45470892e+01  3.80483169e+01  1.79999937e+02 
 2.51188643e+01  3.80483169e+01  1.79999936e+02 
 2.57039578e+01  3.80483169e+01  1.79999934e+02 
 2.63026799e+01  3.80483169e+01  1.79999933e+02 
 2.69153480e+01  3.80483169e+01  1.79999931e+02 
 2.75422870e+01  3.80483169e+01  1.79999930e+02 
 2.81838293e+01  3.80483169e+01  1.79999928e+02 
 2.88403150e+01  3.80483169e+01  1.79999926e+02 
 2.95120923e+01  3.80483169e+01  1.79999925e+02 
 3.01995172e+01  3.80483169e+01  1.79999923e+02 
 3.09029543e+01  3.80483169e+01  1.79999921e+02 
 3.16227766e+01  3.80483169e+01  1.79999919e+02 
 3.23593657e+01  3.80483169e+01  1.79999917e+02 
 3.31131121e+01  3.80483169e+01  1.79999915e+02 
 3.38844156e+01  3.80483169e+01  1.79999913e+02 
 3.46736850e+01  3.80483169e+01  1.79999911e+02 
 3.54813389e+01  3.80483169e+01  1.79999909e+02 
 3.63078055e+01  3.80483169e+01  1.79999907e+02 
 3.71535229e+01  3.80483169e+01  1.79999905e+02 
 3.80189396e+01  3.80483169e+01  1.79999903e+02 
 3.89045145e+01  3.80483169e+01  1.79999901e+02 
 3.98107171e+01  3.80483169e+01  1.79999898e+02 
 4.07380278e+01  3.80483169e+01  1.79999896e+02 
 4.16869383e+01  3.80483169e+01  1.79999893e+02 
 4.26579519e+01  3.80483169e+01  1.79999891e+02 
 4.36515832e+01  3.80483169e+01  1.79999888e+02 
 4.46683592e+01  3.80483169e+01  1.79999886e+02 
 4.57088190e+01  3.80483169e+01  1.79999883e+02 
 4.67735141e+01  3.80483169e+01  1.79999880e+02 
 4.78630092e+01  3.80483169e+01  1.79999878e+02 
 4.89778819e+01  3.80483169e+01  1.79999875e+02 
 5.01187234e+01  3.80483169e+01  1.79999872e+02 
 5.12861384e+01  3.80483169e+01  1.79999869e+02 
 5.24807460e+01  3.80483169e+01  1.79999866e+02 
 5.37031796e+01  3.80483169e+01  1.79999863e+02 
 5.49540874e+01  3.80483169e+01  1.79999860e+02 
 5.62341325e+01  3.80483169e+01  1.79999856e+02 
 5.75439937e+01  3.80483169e+01  1.79999853e+02 
 5.88843655e+01  3.80483169e+01  1.79999850e+02 
 6.02559586e+01  3.80483169e+01  1.79999846e+02 
 6.16595002e+01  3.80483169e+01  1.79999842e+02 
 6.30957344e+01  3.80483169e+01  1.79999839e+02 
 6.45654229e+01  3.80483169e+01  1.79999835e+02 
 6.60693448e+01  3.80483169e+01  1.79999831e+02 
 6.76082975e+01  3.80483169e+01  1.79999827e+02 
 6.91830971e+01  3.80483169e+01  1.79999823e+02 
 7.07945784e+01  3.80483169e+01  1.79999819e+02 
 7.24435960e+01  3.80483169e+01  1.79999815e+02 
 7.41310241e+01  3.80483169e+01  1.79999811e+02 
 7.58577575e+01  3.80483169e+01  1.79999806e+02 
 7.76247117e+01  3.80483169e+01  1.79999802e+02 
 7.94328235e+01  3.80483169e+01  1.79999797e+02 
 8.12830516e+01  3.80483169e+01  1.79999792e+02 
 8.31763771e+01  3.80483169e+01  1.79999787e+02 
 8.51138038e+01  3.80483169e+01  1.79999783e+02 
 8.70963590e+01  3.80483169e+01  1.79999777e+02 
 8.91250938e+01  3.80483169e+01  1.79999772e+02 
 9.12010839e+01  3.80483169e+01  1.79999767e+02 
 9.33254301e+01  3.80483169e+01  1.79999762e+02 
 9.54992586e+01  3.80483169e+01  1.79999756e+02 
 9.77237221e+01  3.80483169e+01  1.79999750e+02 
 1.00000000e+02  3.80483169e+01  1.79999744e+02 
 1.02329299e+02  3.80483169e+01  1.79999739e+02 
 1.04712855e+02  3.80483169e+01  1.79999732e+02 
 1.07151931e+02  3.80483169e+01  1.79999726e+02 
 1.09647820e+02  3.80483169e+01  1.79999720e+02 
 1.12201845e+02  3.80483169e+01  1.79999713e+02 
 1.14815362e+02  3.80483169e+01  1.79999707e+02 
 1.17489755e+02  3.80483169e+01  1.79999700e+02 
 1.20226443e+02  3.80483169e+01  1.79999693e+02 
 1.23026877e+02  3.80483169e+01  1.79999686e+02 
 1.25892541e+02  3.80483169e+01  1.79999678e+02 
 1.28824955e+02  3.80483169e+01  1.79999671e+02 
 1.31825674e+02  3.80483169e+01  1.79999663e+02 
 1.34896288e+02  3.80483169e+01  1.79999655e+02 
 1.38038426e+02  3.80483169e+01  1.79999647e+02 
 1.41253754e+02  3.80483169e+01  1.79999639e+02 
 1.44543977e+02  3.80483169e+01  1.79999631e+02 
 1.47910839e+02  3.80483169e+01  1.79999622e+02 
 1.51356125e+02  3.80483169e+01  1.79999613e+02 
 1.54881662e+02  3.80483169e+01  1.79999604e+02 
 1.58489319e+02  3.80483169e+01  1.79999595e+02 
 1.62181010e+02  3.80483169e+01  1.79999586e+02 
 1.65958691e+02  3.80483169e+01  1.79999576e+02 
 1.69824365e+02  3.80483169e+01  1.79999566e+02 
 1.73780083e+02  3.80483169e+01  1.79999556e+02 
 1.77827941e+02  3.80483169e+01  1.79999546e+02 
 1.81970086e+02  3.80483169e+01  1.79999535e+02 
 1.86208714e+02  3.80483169e+01  1.79999524e+02 
 1.90546072e+02  3.80483169e+01  1.79999513e+02 
 1.94984460e+02  3.80483169e+01  1.79999502e+02 
 1.99526231e+02  3.80483169e+01  1.79999490e+02 
 2.04173794e+02  3.80483169e+01  1.79999478e+02 
 2.08929613e+02  3.80483169e+01  1.79999466e+02 
 2.13796209e+02  3.80483169e+01  1.79999454e+02 
 2.18776162e+02  3.80483169e+01  1.79999441e+02 
 2.23872114e+02  3.80483169e+01  1.79999428e+02 
 2.29086765e+02  3.80483169e+01  1.79999415e+02 
 2.34422882e+02  3.80483169e+01  1.79999401e+02 
 2.39883292e+02  3.80483169e+01  1.79999387e+02 
 2.45470892e+02  3.80483169e+01  1.79999373e+02 
 2.51188643e+02  3.80483169e+01  1.79999358e+02 
 2.57039578e+02  3.80483169e+01  1.79999343e+02 
 2.63026799e+02  3.80483169e+01  1.79999328e+02 
 2.69153480e+02  3.80483169e+01  1.79999312e+02 
 2.75422870e+02  3.80483169e+01  1.79999296e+02 
 2.81838293e+02  3.80483169e+01  1.79999280e+02 
 2.88403150e+02  3.80483169e+01  1.79999263e+02 
 2.95120923e+02  3.80483169e+01  1.79999246e+02 
 3.01995172e+02  3.80483169e+01  1.79999228e+02 
 3.09029543e+02  3.80483169e+01  1.79999210e+02 
 3.16227766e+02  3.80483169e+01  1.79999192e+02 
 3.23593657e+02  3.80483169e+01  1.79999173e+02 
 3.31131121e+02  3.80483169e+01  1.79999154e+02 
 3.38844156e+02  3.80483169e+01  1.79999134e+02 
 3.46736850e+02  3.80483169e+01  1.79999114e+02 
 3.54813389e+02  3.80483169e+01  1.79999093e+02 
 3.63078055e+02  3.80483169e+01  1.79999072e+02 
 3.71535229e+02  3.80483169e+01  1.79999051e+02 
 3.80189396e+02  3.80483169e+01  1.79999029e+02 
 3.89045145e+02  3.80483169e+01  1.79999006e+02 
 3.98107171e+02  3.80483169e+01  1.79998983e+02 
 4.07380278e+02  3.80483169e+01  1.79998959e+02 
 4.16869383e+02  3.80483169e+01  1.79998935e+02 
 4.26579519e+02  3.80483169e+01  1.79998910e+02 
 4.36515832e+02  3.80483169e+01  1.79998885e+02 
 4.46683592e+02  3.80483169e+01  1.79998859e+02 
 4.57088190e+02  3.80483169e+01  1.79998832e+02 
 4.67735141e+02  3.80483169e+01  1.79998805e+02 
 4.78630092e+02  3.80483169e+01  1.79998777e+02 
 4.89778819e+02  3.80483169e+01  1.79998748e+02 
 5.01187234e+02  3.80483169e+01  1.79998719e+02 
 5.12861384e+02  3.80483169e+01  1.79998689e+02 
 5.24807460e+02  3.80483169e+01  1.79998659e+02 
 5.37031796e+02  3.80483169e+01  1.79998628e+02 
 5.49540874e+02  3.80483169e+01  1.79998596e+02 
 5.62341325e+02  3.80483169e+01  1.79998563e+02 
 5.75439937e+02  3.80483169e+01  1.79998530e+02 
 5.88843655e+02  3.80483169e+01  1.79998495e+02 
 6.02559586e+02  3.80483169e+01  1.79998460e+02 
 6.16595002e+02  3.80483169e+01  1.79998424e+02 
 6.30957344e+02  3.80483169e+01  1.79998388e+02 
 6.45654229e+02  3.80483169e+01  1.79998350e+02 
 6.60693448e+02  3.80483169e+01  1.79998312e+02 
 6.76082975e+02  3.80483169e+01  1.79998272e+02 
 6.91830971e+02  3.80483169e+01  1.79998232e+02 
 7.07945784e+02  3.80483169e+01  1.79998191e+02 
 7.24435960e+02  3.80483169e+01  1.79998149e+02 
 7.41310241e+02  3.80483169e+01  1.79998106e+02 
 7.58577575e+02  3.80483169e+01  1.79998062e+02 
 7.76247117e+02  3.80483169e+01  1.79998016e+02 
 7.94328235e+02  3.80483169e+01  1.79997970e+02 
 8.12830516e+02  3.80483169e+01  1.79997923e+02 
 8.31763771e+02  3.80483169e+01  1.79997875e+02 
 8.51138038e+02  3.80483169e+01  1.79997825e+02 
 8.70963590e+02  3.80483169e+01  1.79997774e+02 
 8.91250938e+02  3.80483169e+01  1.79997723e+02 
 9.12010839e+02  3.80483169e+01  1.79997670e+02 
 9.33254301e+02  3.80483169e+01  1.79997615e+02 
 9.54992586e+02  3.80483169e+01  1.79997560e+02 
 9.77237221e+02  3.80483169e+01  1.79997503e+02 
 1.00000000e+03  3.80483169e+01  1.79997445e+02 
 1.02329299e+03  3.80483169e+01  1.79997385e+02 
 1.04712855e+03  3.80483169e+01  1.79997324e+02 
 1.07151931e+03  3.80483169e+01  1.79997262e+02 
 1.09647820e+03  3.80483169e+01  1.79997198e+02 
 1.12201845e+03  3.80483169e+01  1.79997133e+02 
 1.14815362e+03  3.80483169e+01  1.79997066e+02 
 1.17489755e+03  3.80483169e+01  1.79996998e+02 
 1.20226443e+03  3.80483169e+01  1.79996928e+02 
 1.23026877e+03  3.80483169e+01  1.79996856e+02 
 1.25892541e+03  3.80483169e+01  1.79996783e+02 
 1.28824955e+03  3.80483169e+01  1.79996708e+02 
 1.31825674e+03  3.80483169e+01  1.79996631e+02 
 1.34896288e+03  3.80483169e+01  1.79996553e+02 
 1.38038426e+03  3.80483169e+01  1.79996473e+02 
 1.41253754e+03  3.80483169e+01  1.79996391e+02 
 1.44543977e+03  3.80483169e+01  1.79996306e+02 
 1.47910839e+03  3.80483169e+01  1.79996220e+02 
 1.51356125e+03  3.80483169e+01  1.79996132e+02 
 1.54881662e+03  3.80483169e+01  1.79996042e+02 
 1.58489319e+03  3.80483169e+01  1.79995950e+02 
 1.62181010e+03  3.80483169e+01  1.79995856e+02 
 1.65958691e+03  3.80483169e+01  1.79995759e+02 
 1.69824365e+03  3.80483169e+01  1.79995661e+02 
 1.73780083e+03  3.80483169e+01  1.79995559e+02 
 1.77827941e+03  3.80483169e+01  1.79995456e+02 
 1.81970086e+03  3.80483169e+01  1.79995350e+02 
 1.86208714e+03  3.80483169e+01  1.79995242e+02 
 1.90546072e+03  3.80483169e+01  1.79995131e+02 
 1.94984460e+03  3.80483169e+01  1.79995018e+02 
 1.99526231e+03  3.80483169e+01  1.79994902e+02 
 2.04173794e+03  3.80483169e+01  1.79994783e+02 
 2.08929613e+03  3.80483169e+01  1.79994661e+02 
 2.13796209e+03  3.80483169e+01  1.79994537e+02 
 2.18776162e+03  3.80483169e+01  1.79994410e+02 
 2.23872114e+03  3.80483169e+01  1.79994279e+02 
 2.29086765e+03  3.80483169e+01  1.79994146e+02 
 2.34422882e+03  3.80483169e+01  1.79994010e+02 
 2.39883292e+03  3.80483169e+01  1.79993870e+02 
 2.45470892e+03  3.80483169e+01  1.79993728e+02 
 2.51188643e+03  3.80483169e+01  1.79993581e+02 
 2.57039578e+03  3.80483169e+01  1.79993432e+02 
 2.63026799e+03  3.80483169e+01  1.79993279e+02 
 2.69153480e+03  3.80483169e+01  1.79993122e+02 
 2.75422870e+03  3.80483169e+01  1.79992962e+02 
 2.81838293e+03  3.80483169e+01  1.79992798e+02 
 2.88403150e+03  3.80483169e+01  1.79992630e+02 
 2.95120923e+03  3.80483169e+01  1.79992459e+02 
 3.01995172e+03  3.80483169e+01  1.79992283e+02 
 3.09029543e+03  3.80483168e+01  1.79992103e+02 
 3.16227766e+03  3.80483168e+01  1.79991919e+02 
 3.23593657e+03  3.80483168e+01  1.79991731e+02 
 3.31131121e+03  3.80483168e+01  1.79991539e+02 
 3.38844156e+03  3.80483168e+01  1.79991342e+02 
 3.46736850e+03  3.80483168e+01  1.79991140e+02 
 3.54813389e+03  3.80483168e+01  1.79990934e+02 
 3.63078055e+03  3.80483168e+01  1.79990722e+02 
 3.71535229e+03  3.80483168e+01  1.79990506e+02 
 3.80189396e+03  3.80483168e+01  1.79990285e+02 
 3.89045145e+03  3.80483168e+01  1.79990059e+02 
 3.98107171e+03  3.80483168e+01  1.79989827e+02 
 4.07380278e+03  3.80483168e+01  1.79989590e+02 
 4.16869383e+03  3.80483168e+01  1.79989348e+02 
 4.26579519e+03  3.80483168e+01  1.79989100e+02 
 4.36515832e+03  3.80483168e+01  1.79988846e+02 
 4.46683592e+03  3.80483168e+01  1.79988586e+02 
 4.57088190e+03  3.80483168e+01  1.79988320e+02 
 4.67735141e+03  3.80483168e+01  1.79988048e+02 
 4.78630092e+03  3.80483168e+01  1.79987770e+02 
 4.89778819e+03  3.80483167e+01  1.79987485e+02 
 5.01187234e+03  3.80483167e+01  1.79987193e+02 
 5.12861384e+03  3.80483167e+01  1.79986895e+02 
 5.24807460e+03  3.80483167e+01  1.79986590e+02 
 5.37031796e+03  3.80483167e+01  1.79986277e+02 
 5.49540874e+03  3.80483167e+01  1.79985958e+02 
 5.62341325e+03  3.80483167e+01  1.79985631e+02 
 5.75439937e+03  3.80483167e+01  1.79985296e+02 
 5.88843655e+03  3.80483167e+01  1.79984953e+02 
 6.02559586e+03  3.80483167e+01  1.79984603e+02 
 6.16595002e+03  3.80483166e+01  1.79984244e+02 
 6.30957344e+03  3.80483166e+01  1.79983877e+02 
 6.45654229e+03  3.80483166e+01  1.79983502e+02 
 6.60693448e+03  3.80483166e+01  1.79983117e+02 
 6.76082975e+03  3.80483166e+01  1.79982724e+02 
 6.91830971e+03  3.80483166e+01  1.79982322e+02 
 7.07945784e+03  3.80483166e+01  1.79981910e+02 
 7.24435960e+03  3.80483165e+01  1.79981489e+02 
 7.41310241e+03  3.80483165e+01  1.79981057e+02 
 7.58577575e+03  3.80483165e+01  1.79980616e+02 
 7.76247117e+03  3.80483165e+01  1.79980165e+02 
 7.94328235e+03  3.80483165e+01  1.79979703e+02 
 8.12830516e+03  3.80483165e+01  1.79979230e+02 
 8.31763771e+03  3.80483164e+01  1.79978746e+02 
 8.51138038e+03  3.80483164e+01  1.79978251e+02 
 8.70963590e+03  3.80483164e+01  1.79977744e+02 
 8.91250938e+03  3.80483164e+01  1.79977226e+02 
 9.12010839e+03  3.80483163e+01  1.79976696e+02 
 9.33254301e+03  3.80483163e+01  1.79976153e+02 
 9.54992586e+03  3.80483163e+01  1.79975597e+02 
 9.77237221e+03  3.80483162e+01  1.79975029e+02 
 1.00000000e+04  3.80483162e+01  1.79974447e+02 
 1.02329299e+04  3.80483162e+01  1.79973852e+02 
 1.04712855e+04  3.80483161e+01  1.79973243e+02 
 1.07151931e+04  3.80483161e+01  1.79972620e+02 
 1.09647820e+04  3.80483161e+01  1.79971982e+02 
 1.12201845e+04  3.80483160e+01  1.79971329e+02 
 1.14815362e+04  3.80483160e+01  1.79970661e+02 
 1.17489755e+04  3.80483159e+01  1.79969978e+02 
 1.20226443e+04  3.80483159e+01  1.79969279e+02 
 1.23026877e+04  3.80483159e+01  1.79968563e+02 
 1.25892541e+04  3.80483158e+01  1.79967831e+02 
 1.28824955e+04  3.80483158e+01  1.79967082e+02 
 1.31825674e+04  3.80483157e+01  1.79966315e+02 
 1.34896288e+04  3.80483156e+01  1.79965530e+02 
 1.38038426e+04  3.80483156e+01  1.79964727e+02 
 1.41253754e+04  3.80483155e+01  1.79963906e+02 
 1.44543977e+04  3.80483155e+01  1.79963065e+02 
 1.47910839e+04  3.80483154e+01  1.79962205e+02 
 1.51356125e+04  3.80483153e+01  1.79961324e+02 
 1.54881662e+04  3.80483152e+01  1.79960423e+02 
 1.58489319e+04  3.80483152e+01  1.79959501e+02 
 1.62181010e+04  3.80483151e+01  1.79958558e+02 
 1.65958691e+04  3.80483150e+01  1.79957593e+02 
 1.69824365e+04  3.80483149e+01  1.79956605e+02 
 1.73780083e+04  3.80483148e+01  1.79955594e+02 
 1.77827941e+04  3.80483147e+01  1.79954560e+02 
 1.81970086e+04  3.80483146e+01  1.79953501e+02 
 1.86208714e+04  3.80483145e+01  1.79952418e+02 
 1.90546072e+04  3.80483144e+01  1.79951310e+02 
 1.94984460e+04  3.80483143e+01  1.79950176e+02 
 1.99526231e+04  3.80483141e+01  1.79949015e+02 
 2.04173794e+04  3.80483140e+01  1.79947828e+02 
 2.08929613e+04  3.80483139e+01  1.79946613e+02 
 2.13796209e+04  3.80483137e+01  1.79945369e+02 
 2.18776162e+04  3.80483136e+01  1.79944096e+02 
 2.23872114e+04  3.80483134e+01  1.79942794e+02 
 2.29086765e+04  3.80483132e+01  1.79941462e+02 
 2.34422882e+04  3.80483131e+01  1.79940098e+02 
 2.39883292e+04  3.80483129e+01  1.79938703e+02 
 2.45470892e+04  3.80483127e+01  1.79937275e+02 
 2.51188643e+04  3.80483125e+01  1.79935814e+02 
 2.57039578e+04  3.80483123e+01  1.79934319e+02 
 2.63026799e+04  3.80483121e+01  1.79932789e+02 
 2.69153480e+04  3.80483118e+01  1.79931224e+02 
 2.75422870e+04  3.80483116e+01  1.79929622e+02 
 2.81838293e+04  3.80483113e+01  1.79927982e+02 
 2.88403150e+04  3.80483111e+01  1.79926305e+02 
 2.95120923e+04  3.80483108e+01  1.79924588e+02 
 3.01995172e+04  3.80483105e+01  1.79922832e+02 
 3.09029543e+04  3.80483102e+01  1.79921034e+02 
 3.16227766e+04  3.80483099e+01  1.79919195e+02 
 3.23593657e+04  3.80483096e+01  1.79917313e+02 
 3.31131121e+04  3.80483092e+01  1.79915387e+02 
 3.38844156e+04  3.80483089e+01  1.79913416e+02 
 3.46736850e+04  3.80483085e+01  1.79911399e+02 
 3.54813389e+04  3.80483081e+01  1.79909335e+02 
 3.63078055e+04  3.80483077e+01  1.79907223e+02 
 3.71535229e+04  3.80483072e+01  1.79905062e+02 
 3.80189396e+04  3.80483068e+01  1.79902851e+02 
 3.89045145e+04  3.80483063e+01  1.79900588e+02 
 3.98107171e+04  3.80483058e+01  1.79898272e+02 
 4.07380278e+04  3.80483053e+01  1.79895903e+02 
 4.16869383e+04  3.80483047e+01  1.79893478e+02 
 4.26579519e+04  3.80483042e+01  1.79890997e+02 
 4.36515832e+04  3.80483036e+01  1.79888458e+02 
 4.46683592e+04  3.80483029e+01  1.79885860e+02 
 4.57088190e+04  3.80483023e+01  1.79883201e+02 
 4.67735141e+04  3.80483016e+01  1.79880480e+02 
 4.78630092e+04  3.80483009e+01  1.79877696e+02 
 4.89778819e+04  3.80483001e+01  1.79874848e+02 
 5.01187234e+04  3.80482993e+01  1.79871933e+02 
 5.12861384e+04  3.80482985e+01  1.79868949e+02 
 5.24807460e+04  3.80482976e+01  1.79865897e+02 
 5.37031796e+04  3.80482967e+01  1.79862773e+02 
 5.49540874e+04  3.80482957e+01  1.79859577e+02 
 5.62341325e+04  3.80482948e+01  1.79856306e+02 
 5.75439937e+04  3.80482937e+01  1.79852959e+02 
 5.88843655e+04  3.80482926e+01  1.79849534e+02 
 6.02559586e+04  3.80482915e+01  1.79846029e+02 
 6.16595002e+04  3.80482903e+01  1.79842443e+02 
 6.30957344e+04  3.80482890e+01  1.79838773e+02 
